Year,short_name,long_name,age,nationality,club,overall,potential,eff_overall,player_positions,team_position,contract_valid_until
2015,Suso,Suso,20,Spain,Liverpool,74,83,76,"RM, LM",SUB,2017
2015,E. Can,Emre Can,20,Germany,Liverpool,74,83,76,"CM, CDM, LM, LB",RES,2019
2015,J. Flanagan,Jon Flanagan,21,England,Liverpool,71,80,73,"LB, RB",RES,2015
2015,B. Jones,Brad Jones,32,Australia,Liverpool,71,71,71,GK,SUB,2016
2015,Manquillo,Javier Manquillo,20,Spain,Liverpool,70,80,72,RB,RB,2016
2015,S. Yesil,Samed Yesil,20,Germany,Liverpool,63,77,66,"ST, CF",RES,2017
2015,J. Rossiter,Jordan Rossiter,17,England,Liverpool,60,70,62,CM,RES,2018
2015,R. McLaughlin,Ryan McLaughlin,19,Northern Ireland,Liverpool,58,73,61,RB,RES,2016
2015,H. Wilson,Harry Wilson,17,Wales,Liverpool,58,72,61,"RW, LW",RES,2015
2015,C. Brannagan,Cameron Brannagan,18,England,Liverpool,58,70,61,"CAM, CM, RW",RES,2015
2015,S. Ojo,Sheyi Ojo,17,England,Liverpool,57,67,59,"LW, RW",RES,2021
2015,J. Lussey,Jordan Lussey,19,England,Liverpool,57,66,59,CM,RES,2020
2015,D. Ward,Danny Ward,21,Wales,Liverpool,57,65,59,GK,RES,2015
2015,David Silva,David Silva,28,Spain,Manchester City,87,87,87,"LM, CAM",CAM,2019
2015,S. Aguero,Sergio Aguero,26,Argentina,Manchester City,86,87,87,ST,ST,2019
2015,Y. Toure,Yaya Toure,31,Ivory Coast,Manchester City,86,86,86,"CM, CDM",LDM,2017
2015,V. Kompany,Vincent Kompany,28,Belgium,Manchester City,86,86,86,CB,RCB,2019
2015,S. Nasri,Samir Nasri,27,France,Manchester City,84,86,85,"LM, RM",SUB,2019
2015,Jesus Navas,Jesus Navas,28,Spain,Manchester City,83,83,83,RM,RM,2017
2015,E. Dzeko,Edin Dzeko,28,Bosnia Herzegovina,Manchester City,83,83,83,ST,SUB,2018
2015,J. Hart,Joe Hart,27,England,Manchester City,82,83,83,GK,GK,2016
2015,P. Zabaleta,Pablo Zabaleta,29,Argentina,Manchester City,82,82,82,RB,RB,2017
2015,S. Jovetic,Stevan Jovetic,24,Montenegro,Manchester City,81,84,82,"ST, CF",SUB,2018
2015,Fernandinho,Fernandinho,29,Brazil,Manchester City,81,81,81,"CM, CDM",RDM,2017
2015,E. Mangala,Eliaquim Mangala,23,France,Manchester City,80,86,82,CB,SUB,2019
2015,G. Clichy,Gael Clichy,28,France,Manchester City,80,80,80,LB,LB,2017
2015,B. Sagna,Bacary Sagna,31,France,Manchester City,80,80,80,RB,SUB,2017
2015,Fernando,Fernando,26,Brazil,Manchester City,79,83,80,"CDM, CM",SUB,2018
2015,F. Lampard,Frank Lampard,36,England,Manchester City,79,79,79,"CM, CDM",SUB,2016
2015,M. Demichelis,Martin Demichelis,33,Argentina,Manchester City,79,79,79,CB,LCB,2015
2015,W. Caballero,Willy Caballero,32,Argentina,Manchester City,79,79,79,GK,SUB,2017
2015,J. Milner,James Milner,28,England,Manchester City,78,78,78,"RM, CM",LM,2015
2015,A. Kolarov,Aleksandar Kolarov,28,Serbia,Manchester City,78,78,78,LB,SUB,2018
2015,M. Nastasic,Matija Nastasic,21,Serbia,Manchester City,77,82,78,CB,SUB,2017
2015,S. Sinclair,Scott Sinclair,25,England,Manchester City,72,76,73,"LM, LW",SUB,2016
2015,D. Boyata,Dedryck Boyata,23,Belgium,Manchester City,67,75,69,"RB, CB",SUB,2016
2015,R. Wright,Richard Wright,36,England,Manchester City,62,62,62,GK,RES,2015
2015,J. Hiwula,Jordi Hiwula,19,England,Manchester City,59,77,63,ST,RES,2016
2015,S. Fofana,Seko Fofana,19,France,Manchester City,58,80,63,CM,RES,2016
2015,G. Evans,George Evans,19,England,Manchester City,58,67,60,"CM, CDM",RES,2016
2015,Pozo,Jose Pozo,18,Spain,Manchester City,57,77,61,"LW, LM, CF",RES,2015
2015,S. Bytyqi,Sinan Bytyqi,19,Austria,Manchester City,57,71,60,"RW, RM, CAM",RES,2015
2015,M. Bossaerts,Mathias Bossaerts,17,Belgium,Manchester City,56,78,61,"CB, RB",RES,2016
2015,I. Lawlor,Ian Lawlor,19,Republic of Ireland,Manchester City,56,75,60,GK,RES,2015
2015,A. Gunn,Angus Gunn,18,England,Manchester City,56,73,60,GK,RES,2016
2015,A. Smith-Brown,Ashley Smith-Brown,18,England,Manchester City,55,69,58,"RB, RWB, RM",RES,2016
2015,R. van Persie,Robin van Persie,30,Netherlands,Manchester United,88,88,88,ST,RS,2016
2015,Falcao,Radamel Falcao,28,Colombia,Manchester United,88,88,88,ST,SUB,2015
2015,A. Di Maria,Angel Di Maria,26,Argentina,Manchester United,86,88,87,"CAM, CM, RM",LCM,2019
2015,W. Rooney,Wayne Rooney,28,England,Manchester United,86,86,86,"ST, CF, CAM",LS,2019
2015,Juan Mata,Juan Mata,26,Spain,Manchester United,85,86,86,"CAM, RM",CAM,2018
2015,De Gea,David De Gea,23,Spain,Manchester United,83,87,84,GK,GK,2016
2015,A. Valencia,Antonio Valencia,28,Ecuador,Manchester United,80,80,80,"RM, RWB",SUB,2017
2015,Ander Herrera,Ander Herrera,24,Spain,Manchester United,79,84,80,"CM, CAM",RCM,2018
2015,P. Jones,Phil Jones,22,England,Manchester United,79,84,80,"CB, RB, CM",SUB,2016
2015,D. Blind,Daley Blind,24,Netherlands,Manchester United,79,83,80,"CDM, LB, CM",CDM,2018
2015,J. Evans,Jonny Evans,26,Northern Ireland,Manchester United,79,82,80,CB,RCB,2016
2015,M. Rojo,Marcos Rojo,24,Argentina,Manchester United,79,82,80,"CB, LB",LB,2019
2015,M. Fellaini,Marouane Fellaini,26,Belgium,Manchester United,79,80,80,"CDM, CM",SUB,2018
2015,M. Carrick,Michael Carrick,32,England,Manchester United,79,79,79,"CM, CDM",SUB,2015
2015,A. Young,Ashley Young,28,England,Manchester United,78,78,78,"LM, LWB",SUB,2016
2015,Rafael,Rafael da Silva,23,Brazil,Manchester United,77,82,78,RB,RB,2016
2015,A. Lindegaard,Anders Lindegaard,30,Denmark,Manchester United,77,77,77,GK,SUB,2016
2015,C. Smalling,Chris Smalling,24,England,Manchester United,76,81,77,"CB, RB",SUB,2016
2015,A. Januzaj,Adnan Januzaj,19,Belgium,Manchester United,75,87,78,"LM, RM, CAM",SUB,2018
2015,L. Shaw,Luke Shaw,18,England,Manchester United,75,86,78,LB,SUB,2018
2015,D. Fletcher,Darren Fletcher,30,Scotland,Manchester United,75,75,75,"CM, CDM",SUB,2015
2015,Anderson,Anderson,26,Brazil,Manchester United,73,77,74,CM,RES,2015
2015,J. Lingard,Jesse Lingard,21,England,Manchester United,68,77,70,"CAM, LM, LW",RES,2015
2015,B. Amos,Ben Amos,24,England,Manchester United,65,71,67,GK,RES,2015
2015,M. Vermijl,Marnick Vermijl,22,Belgium,Manchester United,65,71,67,"RB, LB",RES,2015
2015,T. Blackett,Tyler Blackett,20,England,Manchester United,64,73,66,"CB, LB",LCB,2020
2015,J. Wilson,James Wilson,18,England,Manchester United,63,81,67,ST,RES,2015
2015,S. Johnstone,Sam Johnstone,21,England,Manchester United,62,72,64,GK,RES,2017
2015,W. Keane,Will Keane,21,England,Manchester United,60,71,63,"ST, CF, CAM",RES,2019
2015,T. Thorpe,Tom Thorpe,21,England,Manchester United,60,69,62,"CB, CDM",RES,2020
2015,R. James,Reece James,20,England,Manchester United,56,67,59,LB,RES,2020
2015,A. Pereira,Andreas Pereira,18,Belgium,Manchester United,55,78,60,"CAM, CM",SUB,2016
2015,J. Rothwell,Joe Rothwell,19,England,Manchester United,49,55,51,CM,RES,2015
2015,R. Cabella,Remy Cabella,24,France,Newcastle United,79,85,81,CAM,RM,2020
2015,T. Krul,Tim Krul,26,Netherlands,Newcastle United,79,84,80,GK,GK,2017
2015,F. Coloccini,Fabricio Coloccini,32,Argentina,Newcastle United,79,79,79,CB,LCB,2016
2015,C. Tiote,Cheik Tiote,28,Ivory Coast,Newcastle United,78,78,78,"CDM, CM",SUB,2017
2015,S. de Jong,Siem de Jong,25,Netherlands,Newcastle United,77,79,78,"CAM, ST",SUB,2020
2015,P. Cisse,Papiss Cisse,29,Senegal,Newcastle United,76,76,76,ST,SUB,2017
2015,M. Sissoko,Moussa Sissoko,24,France,Newcastle United,75,80,76,"RM, CM",RCM,2019
2015,D. Janmaat,Daryl Janmaat,24,Netherlands,Newcastle United,75,79,76,RB,RB,2020
2015,D. Santon,Davide Santon,23,Italy,Newcastle United,75,78,76,"LB, RB",SUB,2016
2015,M. Williamson,Mike Williamson,30,England,Newcastle United,75,75,75,CB,RCB,2016
2015,S. Taylor,Steven Taylor,28,England,Newcastle United,75,75,75,CB,SUB,2016
2015,V. Anita,Vurnon Anita,25,Netherlands,Newcastle United,74,76,75,"CDM, CM",CDM,2017
2015,J. Gutierrez,Jonas Gutierrez,30,Argentina,Newcastle United,74,74,74,LM,SUB,2015
2015,Y. Gouffran,Yoan Gouffran,28,France,Newcastle United,74,74,74,"LM, RM",LM,2017
2015,E. Riviere,Emmanuel Riviere,24,France,Newcastle United,73,76,74,ST,ST,2020
2015,R. Taylor,Ryan Taylor,29,England,Newcastle United,73,73,73,"RB, RM, LB",SUB,2015
2015,F. Ferreyra,Facundo Ferreyra,23,Argentina,Newcastle United,72,78,74,ST,RES,2015
2015,M. Haidara,Massadio Haidara,21,France,Newcastle United,70,79,72,LB,LB,2018
2015,J. Colback,Jack Colback,24,England,Newcastle United,70,77,72,"CM, LB, CDM",LCM,2020
2015,S. Ameobi,Sammy Ameobi,22,Nigeria,Newcastle United,68,75,70,"LM, RM",SUB,2015
2015,G. Obertan,Gabriel Obertan,25,France,Newcastle United,68,72,69,"RM, LM",SUB,2016
2015,R. Elliot,Rob Elliot,28,Republic of Ireland,Newcastle United,68,68,68,GK,SUB,2016
2015,Ayoze Perez,Ayoze Perez,20,Spain,Newcastle United,67,78,70,"ST, CAM",SUB,2019
2015,P. Dummett,Paul Dummett,22,Wales,Newcastle United,66,73,68,"LB, CB",RES,2019
2015,R. Aarons,Rolando Aarons,18,England,Newcastle United,65,78,68,LM,RES,2015
2015,H. Vuckic,Haris Vuckic,21,Slovenia,Newcastle United,65,74,67,"CAM, CF, ST",RES,2016
2015,M. Abeid,Mehdi Abeid,21,Algeria,Newcastle United,65,72,67,"CM, CDM, RM",RES,2016
2015,S. Ferguson,Shane Ferguson,22,Northern Ireland,Newcastle United,65,71,67,"LM, LB, LWB",RES,2016
2015,G. Bigirimana,Gael Bigirimana,20,England,Newcastle United,63,76,66,"CM, CDM",RES,2017
2015,A. Campbell,Adam Campbell,19,England,Newcastle United,61,80,65,"ST, CF",RES,2020
2015,C. Good,Curtis Good,21,Australia,Newcastle United,61,71,63,"CB, LB",RES,2018
2015,J. Alnwick,Jak Alnwick,21,England,Newcastle United,61,71,63,GK,RES,2015
2015,A. Armstrong,Adam Armstrong,17,England,Newcastle United,60,80,64,CF,SUB,2015
2015,A. Taarabt,Adel Taarabt,25,Morocco,Queens Park Rangers,79,83,80,"CAM, LM",SUB,2016
2015,Sandro,Sandro Ranieri,25,Brazil,Queens Park Rangers,79,81,80,"CDM, CM",CDM,2017
2015,R. Ferdinand,Rio Ferdinand,35,England,Queens Park Rangers,79,79,79,CB,LCB,2015
2015,E. Vargas,Eduardo Vargas,24,Chile,Queens Park Rangers,77,82,78,"ST, CAM",SUB,2015
2015,S. Caulker,Steven Caulker,22,England,Queens Park Rangers,76,82,78,CB,RCB,2018
2015,L. Fer,Leroy Fer,24,Netherlands,Queens Park Rangers,76,81,77,"CM, CDM",RCM,2017
2015,M. Isla,Mauricio Isla,26,Chile,Queens Park Rangers,76,78,77,"RM, RWB",RB,2015
2015,N. Kranjcar,Niko Kranjcar,29,Croatia,Queens Park Rangers,76,76,76,"LM, CAM",LCM,2020
2015,A. McCarthy,Alex McCarthy,24,England,Queens Park Rangers,75,80,76,GK,SUB,2018
2015,N. Onuoha,Nedum Onuoha,27,England,Queens Park Rangers,75,77,76,CB,SUB,2016
2015,R. Green,Robert Green,34,England,Queens Park Rangers,75,75,75,GK,GK,2016
2015,J. Barton,Joey Barton,31,England,Queens Park Rangers,75,75,75,"CDM, CM",SUB,2015
2015,C. Austin,Charlie Austin,24,England,Queens Park Rangers,74,77,75,ST,ST,2016
2015,R. Dunne,Richard Dunne,34,Republic of Ireland,Queens Park Rangers,74,74,74,CB,SUB,2015
2015,A. Faurlin,Alejandro Faurlin,27,Argentina,Queens Park Rangers,74,74,74,"CM, CDM",SUB,2015
2015,J. Hoilett,Junior Hoilett,24,Canada,Queens Park Rangers,73,78,74,"LM, CAM",LM,2016
2015,M. Phillips,Matt Phillips,23,Scotland,Queens Park Rangers,71,77,73,"RM, ST",RM,2017
2015,A. Traore,Armand Traore,24,Senegal,Queens Park Rangers,71,75,72,"LM, LWB",SUB,2016
2015,C. Hill,Clint Hill,35,England,Queens Park Rangers,71,71,71,"CB, LB",LB,2015
2015,B. Zamora,Bobby Zamora,33,England,Queens Park Rangers,71,71,71,ST,SUB,2015
2015,J. Mutch,Jordon Mutch,22,England,Queens Park Rangers,70,76,72,"CM, CAM",SUB,2018
2015,S. Wright-Phillips,Shaun Wright-Phillips,32,England,Queens Park Rangers,70,70,70,"RM, LM",SUB,2015
2015,K. Henry,Karl Henry,31,England,Queens Park Rangers,70,70,70,"CDM, CM",SUB,2015
2015,Yun Suk Young,Yun Suk Young,24,Korea Republic,Queens Park Rangers,68,74,70,LB,SUB,2015
2015,B. Murphy,Brian Murphy,31,Republic of Ireland,Queens Park Rangers,65,65,65,GK,RES,2015
2015,Bruno Andrade,Bruno Andrade,20,Portugal,Queens Park Rangers,61,74,64,RM,RES,2015
2015,M. Ehmer,Max Ehmer,22,Germany,Queens Park Rangers,61,69,63,CB,RES,2016
2015,M. Harriman,Michael Harriman,21,Republic of Ireland,Queens Park Rangers,61,67,63,"RB, RM",RES,2015
2015,F. Sutherland,Frankie Sutherland,20,Republic of Ireland,Queens Park Rangers,60,69,62,CM,RES,2015
2015,M. Doughty,Michael Doughty,21,Wales,Queens Park Rangers,58,66,60,CM,RES,2016
2015,J. Gibbons,Jordan Gibbons,20,England,Queens Park Rangers,56,65,58,"RM, LM",RES,2015
2015,J. Sendles-White,Jamie Sendles-White,20,Northern Ireland,Queens Park Rangers,54,63,56,CB,RES,2015
2015,C. Donaldson,Coll Donaldson,19,Scotland,Queens Park Rangers,54,63,56,CB,RES,2016
2015,M. Schneiderlin,Morgan Schneiderlin,24,France,Southampton,80,84,81,"CDM, CM",CDM,2017
2015,D. Tadic,Dusan Tadic,25,Serbia,Southampton,80,82,81,"CAM, LW, LM",LM,2018
2015,T. Alderweireld,Toby Alderweireld,25,Belgium,Southampton,78,82,79,CB,LCB,2015
2015,G. Pelle,Graziano Pelle,28,Italy,Southampton,77,77,77,ST,ST,2017
2015,A. Boruc,Artur Boruc,34,Poland,Southampton,76,76,76,GK,SUB,2015
2015,S. Davis,Steven Davis,29,Northern Ireland,Southampton,76,76,76,"RM, CM",RCM,2016
2015,N. Clyne,Nathaniel Clyne,23,England,Southampton,75,81,77,"RB, LB",RB,2016
2015,F. Forster,Fraser Forster,26,England,Southampton,75,80,76,GK,GK,2018
2015,J. Rodriguez,Jay Rodriguez,24,England,Southampton,75,79,76,"LM, ST",SUB,2016
2015,V. Wanyama,Victor Wanyama,23,Kenya,Southampton,75,79,76,"CDM, CM",SUB,2017
2015,J. Cork,Jack Cork,25,England,Southampton,75,78,76,"CDM, CM",LCM,2015
2015,S. Long,Shane Long,27,Republic of Ireland,Southampton,75,76,76,ST,RM,2018
2015,Jose Fonte,Jose Fonte,30,Portugal,Southampton,75,75,75,CB,RCB,2017
2015,J. Ward-Prowse,James Ward-Prowse,19,England,Southampton,74,85,77,"CM, RM, CAM",SUB,2017
2015,S. Mane,Sadio Mane,22,Senegal,Southampton,74,80,76,"LM, LW",SUB,2018
2015,R. Bertrand,Ryan Bertrand,24,England,Southampton,74,78,75,LB,LB,2017
2015,F. Gardos,Florin Gardos,25,Romania,Southampton,74,78,75,CB,SUB,2018
2015,E. Mayuka,Emmanuel Mayuka,23,Zambia,Southampton,71,75,72,"ST, LW, RW",SUB,2017
2015,M. Yoshida,Maya Yoshida,25,Japan,Southampton,71,73,72,CB,SUB,2015
2015,K. Davis,Kelvin Davis,37,England,Southampton,70,70,70,GK,SUB,2016
2015,S. Gallagher,Sam Gallagher,18,England,Southampton,63,75,66,ST,RES,2018
2015,L. Isgrove,Lloyd Isgrove,21,Wales,Southampton,63,73,65,"RM, LM",SUB,2015
2015,P. Gazzaniga,Paulo Gazzaniga,22,Argentina,Southampton,63,70,65,GK,SUB,2016
2015,H. Reed,Harrison Reed,19,England,Southampton,62,77,65,CM,RES,2018
2015,M. Targett,Matt Targett,18,England,Southampton,59,76,63,LB,RES,2016
2015,J. Hesketh,Jake Hesketh,18,England,Southampton,59,76,63,CAM,RES,2017
2015,R. Seager,Ryan Seager,18,England,Southampton,59,74,62,ST,RES,2015
2015,J. Sims,Joshua Sims,17,England,Southampton,58,77,62,LM,RES,2017
2015,D. Gape,Dominic Gape,19,England,Southampton,58,70,61,CM,RES,2015
2015,J. Flannigan,Jake Flannigan,18,England,Southampton,58,70,61,CM,RES,2016
2015,M. Barnes,Marcus Barnes,17,England,Southampton,58,69,61,ST,RES,2015
2015,C. Cropper,Cody Cropper,21,United States,Southampton,58,64,60,GK,RES,2015
2015,S. McQueen,Sam McQueen,19,England,Southampton,56,70,59,LM,SUB,2018
2015,A. Begovic,Asmir Begovic,27,Bosnia Herzegovina,Stoke City,82,84,83,GK,GK,2016
2015,M. Diouf,Mame Diouf,26,Senegal,Stoke City,78,80,79,ST,SUB,2018
2015,R. Shawcross,Ryan Shawcross,26,England,Stoke City,78,79,79,CB,RCB,2018
2015,Bojan,Bojan Krkic,23,Spain,Stoke City,77,81,78,"RW, LW, CF",CAM,2018
2015,M. Arnautovic,Marko Arnautovic,25,Austria,Stoke City,77,79,78,"LM, RM",SUB,2017
2015,R. Huth,Robert Huth,29,Germany,Stoke City,76,76,76,CB,SUB,2016
2015,S. Ireland,Stephen Ireland,27,Republic of Ireland,Stoke City,76,76,76,"CAM, CM",SUB,2017
2015,V. Moses,Victor Moses,23,Nigeria,Stoke City,75,79,76,"RM, RW, LW",LM,2015
2015,P. Crouch,Peter Crouch,33,England,Stoke City,75,75,75,ST,ST,2015
2015,S. Sidwell,Steve Sidwell,31,England,Stoke City,75,75,75,"CDM, CM",SUB,2016
2015,S. N'Zonzi,Steven N'Zonzi,25,France,Stoke City,74,79,75,"CM, CDM",LDM,2016
2015,O. Assaidi,Oussama Assaidi,25,Morocco,Stoke City,74,76,75,"LM, RM",RM,2015
2015,E. Pieters,Erik Pieters,25,Netherlands,Stoke City,73,75,74,LB,LB,2017
2015,P. Odemwingie,Peter Odemwingie,32,Nigeria,Stoke City,73,73,73,"RM, ST",SUB,2015
2015,C. Adam,Charlie Adam,28,Scotland,Stoke City,73,73,73,CM,SUB,2016
2015,G. Whelan,Glenn Whelan,30,Republic of Ireland,Stoke City,73,73,73,"CM, CDM",RDM,2015
2015,G. Cameron,Geoff Cameron,28,United States,Stoke City,73,73,73,RB,SUB,2016
2015,J. Butland,Jack Butland,21,England,Stoke City,72,84,75,GK,RES,2017
2015,Marc Muniesa,Marc Muniesa,22,Spain,Stoke City,72,80,74,"LB, CB",SUB,2017
2015,M. Wilson,Marc Wilson,26,Republic of Ireland,Stoke City,72,74,73,"CB, CDM",LCB,2016
2015,A. Wilkinson,Andy Wilkinson,29,England,Stoke City,72,72,72,RB,SUB,2015
2015,T. Sorensen,Thomas Sorensen,38,Denmark,Stoke City,71,71,71,GK,SUB,2015
2015,P. Bardsley,Phil Bardsley,29,Scotland,Stoke City,71,71,71,"RB, LB",RB,2017
2015,J. Walters,Jonathan Walters,30,Republic of Ireland,Stoke City,70,70,70,"RM, CF",SUB,2015
2015,W. Palacios,Wilson Palacios,29,Honduras,Stoke City,68,68,68,"CDM, CM",RES,2015
2015,Dionatan Teixeira,Dionatan Teixeira,21,Slovakia,Stoke City,61,68,63,CB,RES,2017
2015,J. Alabi,James Alabi,19,England,Stoke City,60,74,63,ST,RES,2020
2015,J. Nardiello,Jack Nardiello,19,Wales,Stoke City,60,70,62,"ST, LW",RES,2020
2015,D. Eve,Dale Eve,19,Bermuda,Stoke City,57,71,60,GK,RES,2016
2015,R. O'Reilly,Ryan O'Reilly,18,Republic of Ireland,Stoke City,57,63,59,"CB, LB",RES,2020
2015,C. Ward,Charlie Ward,19,England,Stoke City,57,63,59,CAM,RES,2015
2015,G. Waring,George Waring,19,England,Stoke City,56,68,59,ST,RES,2015
2015,P. Skapetis,Petros Skapetis,19,Australia,Stoke City,55,66,58,ST,RES,2016
2015,A. Johnson,Adam Johnson,26,England,Sunderland,77,77,77,"RM, LM",LM,2016
2015,E. Giaccherini,Emanuele Giaccherini,29,Italy,Sunderland,77,77,77,"LM, CM",SUB,2017
2015,J. Rodwell,Jack Rodwell,23,England,Sunderland,76,82,78,CM,LCM,2019
2015,S. Fletcher,Steven Fletcher,27,Scotland,Sunderland,76,77,77,ST,SUB,2016
2015,L. Cattermole,Lee Cattermole,26,England,Sunderland,75,78,76,"CDM, CM",CDM,2016
2015,R. A�lvarez,Ricardo Alvarez,26,Argentina,Sunderland,75,77,76,CF,RM,2015
2015,J. O'Shea,John O'Shea,33,Republic of Ireland,Sunderland,75,75,75,CB,RCB,2015
2015,W. Brown,Wes Brown,34,England,Sunderland,75,75,75,CB,LCB,2015
2015,J. Altidore,Jozy Altidore,24,United States,Sunderland,74,77,75,ST,SUB,2017
2015,V. Mannone,Vito Mannone,26,Italy,Sunderland,74,77,75,GK,GK,2017
2015,C. Pantilimon,Costel Pantilimon,27,Romania,Sunderland,74,75,75,GK,SUB,2018
2015,L. Bridcutt,Liam Bridcutt,25,Scotland,Sunderland,73,78,74,"CDM, CM",SUB,2017
2015,S. Vergini,Santiago Vergini,25,Argentina,Sunderland,73,76,74,"CB, RB",RB,2020
2015,C. Wickham,Connor Wickham,21,England,Sunderland,72,83,75,"ST, LM",ST,2015
2015,S. Larsson,Sebastian Larsson,29,Sweden,Sunderland,72,72,72,"CM, RM",RCM,2017
2015,P. van Aanholt,Patrick van Aanholt,23,Netherlands,Sunderland,71,78,73,LB,LB,2018
2015,S. Coates,Sebastian Coates,23,Uruguay,Sunderland,71,77,73,CB,SUB,2015
2015,W. Buckley,Will Buckley,24,England,Sunderland,71,75,72,"RW, RM, LW",SUB,2017
2015,B. Jones,Billy Jones,27,England,Sunderland,70,71,71,RB,SUB,2018
2015,C. Mavrias,Charis Mavrias,20,Greece,Sunderland,69,79,71,"RM, CAM, LM",SUB,2017
2015,D. Graham,Danny Graham,28,England,Sunderland,69,69,69,ST,SUB,2016
2015,Jordi Gomez,Jordi Gomez,29,Spain,Sunderland,69,69,69,"CM, CAM, RW",SUB,2017
2015,Cabral,Cabral,25,Switzerland,Sunderland,65,70,66,"CM, CDM",SUB,2016
2015,M. Mandron,Mikael Mandron,19,France,Sunderland,60,75,63,ST,RES,2015
2015,L. Gooch,Lynden Gooch,18,United States,Sunderland,58,72,61,"CAM, CM",RES,2016
2015,L. Agnew,Liam Agnew,19,England,Sunderland,58,69,61,CAM,RES,2016
2015,D. Watmore,Duncan Watmore,20,England,Sunderland,57,69,60,"RW, ST",RES,2015
2015,M. Smith,Martin Smith,18,England,Sunderland,57,69,60,"CM, CAM",RES,2016
2015,J. Dixon,Joel Dixon,20,England,Sunderland,57,68,60,GK,RES,2020
2015,A. Cartwright,Andrew Cartwright,19,England,Sunderland,57,63,59,"RB, RM",RES,2015
2015,G. Honeyman,George Honeyman,19,England,Sunderland,56,70,59,CAM,RES,2020
2015,T. Robson,Thomas Robson,18,England,Sunderland,56,68,59,LB,RES,2016
2015,M. Stryjek,Maksymilian Stryjek,17,Poland,Sunderland,56,66,58,GK,RES,2016
2015,W. Bony,Wilfried Guemiand Bony,25,Ivory Coast,Swansea City,81,84,82,ST,ST,2017
2015,A. Williams,Ashley Williams,29,Wales,Swansea City,79,79,79,CB,LCB,2018
2015,B. Gomis,Bafetimbi Gomis,28,France,Swansea City,78,78,78,ST,SUB,2018
2015,G. Sigurdsson,Gylfi Sigurdsson,24,Iceland,Swansea City,77,80,78,"CAM, LM",CAM,2018
2015,W. Routledge,Wayne Routledge,29,England,Swansea City,75,75,75,"LM, LW",LM,2016
2015,L. Britton,Leon Britton,31,England,Swansea City,75,75,75,"CM, CDM",SUB,2017
2015,Angel Rangel,Angel Rangel,31,Spain,Swansea City,75,75,75,RB,RB,2016
2015,L. Fabianski,Lukasz Fabianski,29,Poland,Swansea City,75,75,75,GK,GK,2018
2015,J. Shelvey,Jonjo Shelvey,22,England,Swansea City,74,80,76,"CAM, CM",RDM,2017
2015,Jordi Amat,Jordi Amat,22,Spain,Swansea City,74,80,76,CB,SUB,2017
2015,F. Fernandez,Federico Fernandez,25,Argentina,Swansea City,74,79,75,CB,RCB,2018
2015,Ki Sung Yueng,Ki Sung Yeung,25,Korea Republic,Swansea City,74,77,75,"CM, CDM",CDM,2018
2015,J. Montero,Jefferson Montero,24,Ecuador,Swansea City,74,76,75,LW,SUB,2018
2015,N. Dyer,Nathan Dyer,26,England,Swansea City,74,75,75,"RM, RW",RM,2017
2015,G. Tremmel,Gerhard Tremmel,35,Germany,Swansea City,73,73,73,GK,SUB,2015
2015,N. Taylor,Neil Taylor,25,Wales,Swansea City,72,78,74,LB,LB,2016
2015,D. Tiendalli,Dwight Tiendalli,28,Netherlands,Swansea City,70,70,70,"RB, LB",SUB,2016
2015,T. Carroll,Tom Carroll,22,England,Swansea City,69,78,71,"CM, CDM",SUB,2015
2015,M. Emnes,Marvin Emnes,26,Netherlands,Swansea City,69,72,70,"ST, CAM",SUB,2017
2015,A. Richards,Ashley Richards,23,Wales,Swansea City,66,73,68,RB,SUB,2016
2015,A. Tate,Alan Tate,31,England,Swansea City,66,66,66,"CB, LB",SUB,2015
2015,K. Bartley,Kyle Bartley,23,England,Swansea City,65,73,67,CB,SUB,2017
2015,R. Donnelly,Rory Donnelly,22,Northern Ireland,Swansea City,65,73,67,ST,SUB,2015
2015,J. Fulton,Jay Fulton,20,England,Swansea City,63,74,66,CAM,RES,2018
2015,G. Zabret,Gregor Zabret,18,Slovenia,Swansea City,61,79,65,GK,RES,2015
2015,K. Gorre,Kenji Gorre,19,Netherlands,Swansea City,61,75,64,LW,RES,2015
2015,C. Obeng,Curtis Obeng,25,England,Swansea City,60,63,61,RB,RES,2015
2015,J. Loveridge,James Loveridge,20,Wales,Swansea City,59,72,62,ST,RES,2015
2015,D. Cornell,David Cornell,23,Wales,Swansea City,58,66,60,GK,RES,2015
2015,O. Davies,Oliver Davies,19,Wales,Swansea City,58,65,60,GK,RES,2016
2015,S. Tancock,Scott Tancock,21,Wales,Swansea City,58,64,60,CB,RES,2015
2015,G. Gallifuoco,Giancarlo Gallifuoco,20,Australia,Swansea City,58,62,59,"CM, CDM",RES,2015
2015,L. Lucas,Lee Lucas,22,Wales,Swansea City,57,64,59,CM,RES,2015
2015,H. Lloris,Hugo Lloris,27,France,Tottenham Hotspur,85,86,86,GK,GK,2019
2015,C. Eriksen,Christian Eriksen,22,Denmark,Tottenham Hotspur,82,88,84,"CAM, LM",CAM,2018
